unnamed:_0,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
8075,145,EWX,OPX,2022-09-03,Early & Ontime,Early & Ontime,Atlantic,Had no decaf coffee available.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member,Neutral,decaf coffe avail
8076,529,ORX,SFX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,Wine was good. Would like a few more to choose from.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,wine good would like choos
8077,5345,FSX,DEX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
8078,4225,LIX,IAX,2022-09-02,Delayed,Early & Ontime,Domestic,I would love it if United started offering Dr. Pepper (or similar).,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-145,Express,member,Neutral,would love unit start offer pepper similar
8079,307,AUX,SFX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"The flight attendant did not give me the soda. gave me only a cup!. When I request the can, she said there is no enough for the flight!. However the flight is only half full!. When I ask a second flight attendant, he provide me a can!.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,flight attend give soda gave cup request said enough flight howev flight half full ask second flight attend provid
8080,5495,TUX,IAX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"Cheese Tray was the only option, but it was perfect for me for this flight.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-175,Express,member,Neutral,chees tray option perfect flight
8081,1010,SNX,DEX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
8082,1417,DEX,ELX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
8083,2483,SFX,HNX,2022-09-04,Early & Ontime,Delayed,Domestic,Mo.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Negative,mo
8084,5443,ORX,SBX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,Nice to have real milk- cream would have been better.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,nice real cream would better
8085,1991,LAX,EWX,2022-09-05,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,
8086,54,ZRX,IAX,2022-09-04,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Neutral,
8087,6186,SDX,IAX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,We are premier members and always enjoy our time in the club waiting for our flight to load.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,premier member alway enjoy time club wait flight load
8088,58,EWX,CDX,2022-09-05,Delayed,Delayed,Atlantic,"It took 90 minutes after wheels up to be served dinner. This is a bit long, considering it is a red eye and passengers would like to sleep as soon as able.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-300,Mainline,member,Neutral,took 90 minut wheel serv dinner bit long consid red eye passeng would like sleep soon abl
8089,51,MAX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Atlantic,"Thanks for the food, right on time.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member,Neutral,thank food right time
8090,51,MAX,EWX,2022-09-06,Early & Ontime,Early & Ontime,Atlantic,The food was delicious!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member,Neutral,food delici
8091,674,MCX,IAX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,
8092,2020,ORX,LGX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
8093,576,EWX,MSX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
8094,990,IAX,FRX,2022-09-06,Delayed,Delayed,Atlantic,All was cold.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,cold
8095,920,LHX,IAX,2022-09-06,Early & Ontime,Early & Ontime,Atlantic,I believe the overall quality of the food could be much better especially in the premium plus cabin. I was more than a little disappointment with the food.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,believ overal qualiti food could much better especi premium plu cabin littl disappoint food
8096,6161,IAX,MCX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,
8097,908,ORX,FRX,2022-09-06,Delayed,Early & Ontime,Atlantic,I requested a gluten-free meal and it was absolutely delicious. I was very happy.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-10,Mainline,non-member,Neutral,request meal absolut delici happi
8098,2234,ORX,FCX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"Nice and smooth… disappointed that there was no TVs, but arrived early. So it was a very nice flight.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,nice disappoint tv arriv earli nice flight
8099,2218,IAX,MIX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,Nothing.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,noth
8100,2275,EWX,RSX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
8101,482,BNX,EWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX8,Mainline,member,Neutral,happen pretzel cooki least provid someth us
8102,984,ATX,IAX,2022-09-07,Delayed,Delayed,Atlantic,The question on “complimentary” does not make sense to me. My understanding is that the food/beverage is priced in the ticket.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B787-8,Mainline,member,Neutral,question complimentari make sens understand price ticket
8103,1696,MCX,IAX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,I wish that the food were warm or little hot.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-900,Mainline,member,Neutral,wish food warm littl hot
8104,571,EWX,RDX,2022-09-06,Delayed,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,
8105,978,SNX,EWX,2022-09-08,Early & Ontime,Delayed,Atlantic,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member,Neutral,
8106,5265,DTX,DEX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,Would have liked 2 cookie packs.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,would like 2 cooki pack
8107,1026,MEX,IAX,2022-09-08,Early & Ontime,Early & Ontime,Latin,More options and free meals.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member,Neutral,option free meal
8108,1437,ORX,IAX,2022-09-08,Early & Ontime,Delayed,Domestic,For the size offer 2 (maybe) or get a bigger size.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,size offer 2 mayb get bigger size
8109,358,COX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
8110,1959,ORX,YVX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
8111,2472,SAX,EWX,2022-09-07,Delayed,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
8112,2472,SAX,EWX,2022-09-07,Delayed,Early & Ontime,Domestic,The food options have been the same for a number of months now. Time to change them up.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member,Neutral,food option number month time chang
8113,386,EWX,DBX,2022-09-07,Early & Ontime,Early & Ontime,Atlantic,Mango is not a common ice cream flavor. A choice would have been good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,mango common ice cream flavor choic would good
8114,659,AUX,EWX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,I requested.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Negative,request
8115,1978,LAX,SFX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,"For all flights, especially Polaris class, Cutty Sark Scotch is CRAP!!. Get a Glenmorangie 12 or Macallan 12. The type of people paying $3k for a seat do not drink this garbage and United has a huge blindspot. Cutty Sark should not be served in 1st class or Polaris….",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member,Neutral,flight especi polari class cutti sark scotch crap get glenmorangi 12 macallan type peopl pay 3k seat drink garbag unit huge blindspot cutti sark serv 1st class
8116,683,EWX,SFX,2022-09-09,Delayed,Delayed,Domestic,More options some things stay on the Meuse to long.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-300,Mainline,member,Neutral,option thing stay meus long
